label,text
0,know right went movie instead how friend
1,depression sucks unless depressing dick haha
1,as nicola took cat vet today keeps weeing everywhere turns got anxiety depression go antidepressants due payin cat enough attention i never meet spoiled cat cats extra
1,caffeine philosopher stone transmutes depression anxieti
1,me listen i gon na take control manage my anxiety depress
0,making italian chicken dish rice pilaf broccoli yum
0,good time family looking forward seeing friends gradu
0,yup yup im glad im apart
0,good morning how today
1,watch deepika padukone talks depression equal pay moving speech time 100 gala
0,i wander bella bored edward hahahaaa lol sorri
1,don forget check courses may to book email training co uk
1,an evidence based first consultation depression nine key messag
0,just met real estate legend dolf de roos great guy generous inform
0,follow learn get extra spending money
1,coachella depression real went hardest weekend i begging bed shower year lmaooo
1,there people help things like depression anxiety suicidal thoughts samaritans calm papyrus etc most available hours day get touch
1,i struggled anxiety depression life recently diagnosed adhd treatment changed life worth taking self test suffer anxiety etc
1,honestly i think dandruff trying slick else would touch much caress hands unless theories true that might might explain depression maybe would prefer gay
1,bom career life mental health destroyed bc 8 years ago tried overcome depression medication provided legal doctor monst
1,today i woke depression lol
0,on plane blagged extra leg room
0,emily got 2 awards trophi
0,throwing rope grab hang tight
0,good night twitter still prefer facebook
1,the fact recession could turned depression stopped 2 yrs rep pres coolidge cutting govt spending leaving free mkt individual liberty sector creating growth jobs vs hoover fdr increasing govt spending causing 20 yr depress
0,everyone get one topic th
0,thanks rt really one best followers thumb
1,according new study ketamine fast acting benefits depress
1,after loosing job 2008 linc slumped depression lost everything having graduated work program unable find work leave program outdoors listen stori
0,enjoy hot beautiful weath
0,party allen tonight house hit want com
1,aaaaaaaand back square one depression suck
1,if pay drug addictsdrunks 20 year olds w imaginary depression elbow hurts i stubbed toe riding skateboards attorney got ssdi medicare free money middle class would pay double triple prescript
0,criminal justice statistics julia
0,more excitement he got 1 mil followers now clear going 1 000 000 upd
1,good timedepression nvm
1,how depression almost made quit music banky w
0,happy mother day mother whole wide world
0,needs new best friend ashley fired jk
1,new hyper fixation janelle mon e love depress
0,good morning twitter verse good mood today i tweeting lines songs today 1st one guess right wins secret pr
0,the concert 2 david last night amazing can get
0,gooooooooooooooooood morn
1,just think know someone struggling depression you help treating like good friend spend time even feel like much and remind always something look forward
1,tries conceal depression affect others happiness person looks cries inside later outsid
1,mom depression tied kids emotional intellectual develop
1,nichol78 i see ways when depression hits low self esteem gets even lower but i feel depression seems enjoy joining make feel even worse i think go hand hand one make worse x
0,enjoyed magic win bring lakers of course howard clutch last night money t
0,thats still really cool haha
0,love song ay dj putting ipod cardio tomorrow morning gym xxoo
1,the depression epidemic medical profession failing pati
1,depression kickin goodnight nobodi
1,i have depression that makes it hard to focus eda
1,chris evans actually gave depress
1,coming severe depression going assigned therapy medication support network groups nothing helped creating sharing music spread awareness music therapi
0,93 its okay dark haired boy he plays alongside emma roberts he plays bruc
1,this cured depress
0,oh gadd naruto i knew it
1,not joking i think bipolar disorder causes manic episodes followed periods crippling depression this behavior goes back year
1,think depression manifested aggression never wanted beat somebody ass much
1,gamelon translated depression half listen
0,yeah i know mean make difference future clients i always find dogs overli
1,another fun fact depression sadistic side becomes hard control
1,i literally work people bipolar schizophrenia depression ptsd shit r
0,woah i see self mirror thing i like im kinda handsome blush
0,good afternoon tweeties xx
1,hell location state mind anxiety fear depression demons at center problems one pulling str
1,note depression real care you exploiting someone illness profit sham
